Name,Surah,Ayat,Arabic
The Heights,7,127,وَقَالَ ٱلْمَلأُ مِن قَوْمِ فِرْعَونَ أَتَذَرُ مُوسَىٰ وَقَوْمَهُ لِيُفْسِدُواْ فِي ٱلأَرْضِ وَيَذَرَكَ وَآلِهَتَكَ قَالَ سَنُقَتِّلُ أَبْنَآءَهُمْ وَنَسْتَحْيِـي نِسَآءَهُمْ وَإِنَّا فَوْقَهُمْ قَاهِرُونَ
The Heights,7,128,قَالَ مُوسَىٰ لِقَوْمِهِ ٱسْتَعِينُوا بِٱللَّهِ وَٱصْبِرُوۤاْ إِنَّ ٱلأَرْضَ لِلَّهِ يُورِثُهَا مَن يَشَآءُ مِنْ عِبَادِهِ وَٱلْعَاقِبَةُ لِلْمُتَّقِينَ
The Heights,7,129,قَالُوۤاْ أُوذِينَا مِن قَبْلِ أَن تَأْتِينَا وَمِن بَعْدِ مَا جِئْتَنَا قَالَ عَسَىٰ رَبُّكُمْ أَن يُهْلِكَ عَدُوَّكُمْ وَيَسْتَخْلِفَكُمْ فِي ٱلأَرْضِ فَيَنظُرَ كَيْفَ تَعْمَلُونَ
The Heights,7,130,وَلَقَدْ أَخَذْنَآ آلَ فِرْعَونَ بِٱلسِّنِينَ وَنَقْصٍ مِّن ٱلثَّمَرَاتِ لَعَلَّهُمْ يَذَّكَّرُونَ
The Heights,7,131,فَإِذَا جَآءَتْهُمُ ٱلْحَسَنَةُ قَالُواْ لَنَا هَـٰذِهِ وَإِن تُصِبْهُمْ سَيِّئَةٌ يَطَّيَّرُواْ بِمُوسَىٰ وَمَن مَّعَهُ أَلاۤ إِنَّمَا طَائِرُهُمْ عِندَ ٱللَّهِ وَلَـٰكِنَّ أَكْثَرَهُمْ لاَ يَعْلَمُونَ
The Heights,7,132,وَقَالُواْ مَهْمَا تَأْتِنَا بِهِ مِن آيَةٍ لِّتَسْحَرَنَا بِهَا فَمَا نَحْنُ لَكَ بِمُؤْمِنِينَ
The Heights,7,133,فَأَرْسَلْنَا عَلَيْهِمُ ٱلطُّوفَانَ وَٱلْجَرَادَ وَٱلْقُمَّلَ وَٱلضَّفَادِعَ وَٱلدَّمَ آيَاتٍ مُّفَصَّلاَتٍ فَٱسْتَكْبَرُواْ وَكَانُواْ قَوْماً مُّجْرِمِينَ
The Heights,7,134,وَلَمَّا وَقَعَ عَلَيْهِمُ ٱلرِّجْزُ قَالُواْ يٰمُوسَىٰ ٱدْعُ لَنَا رَبَّكَ بِمَا عَهِدَ عِندَكَ لَئِن كَشَفْتَ عَنَّا ٱلرِّجْزَ لَنُؤْمِنَنَّ لَكَ وَلَنُرْسِلَنَّ مَعَكَ بَنِيۤ إِسْرَآئِيلَ
The Heights,7,135,فَلَماَّ كَشَفْنَا عَنْهُمُ ٱلرِّجْزَ إِلَىٰ أَجَلٍ هُم بَالِغُوهُ إِذَا هُمْ يَنكُثُونَ
The Heights,7,136,فَٱنْتَقَمْنَا مِنْهُمْ فَأَغْرَقْنَاهُمْ فِي ٱلْيَمِّ بِأَنَّهُمْ كَذَّبُواْ بِآيَاتِنَا وَكَانُواْ عَنْهَا غَافِلِينَ
The Heights,7,137,وَأَوْرَثْنَا ٱلْقَوْمَ ٱلَّذِينَ كَانُواْ يُسْتَضْعَفُونَ مَشَارِقَ ٱلأَرْضِ وَمَغَارِبَهَا ٱلَّتِي بَارَكْنَا فِيهَا وَتَمَّتْ كَلِمَةُ رَبِّكَ ٱلْحُسْنَىٰ عَلَىٰ بَنِيۤ إِسْرَآئِيلَ بِمَا صَبَرُواْ وَدَمَّرْنَا مَا كَانَ يَصْنَعُ فِرْعَوْنُ وَقَوْمُهُ وَمَا كَانُواْ يَعْرِشُونَ
The Heights,7,138,وَجَاوَزْنَا بِبَنِيۤ إِسْرَآئِيلَ ٱلْبَحْرَ فَأَتَوْاْ عَلَىٰ قَوْمٍ يَعْكُفُونَ عَلَىٰ أَصْنَامٍ لَّهُمْ قَالُواْ يٰمُوسَىٰ ٱجْعَلْ لَّنَآ إِلَـٰهاً كَمَا لَهُمْ آلِهَةٌ قَالَ إِنَّكُمْ قَوْمٌ تَجْهَلُونَ
The Heights,7,139,إِنَّ هَـٰؤُلاۤءِ مُتَبَّرٌ مَّا هُمْ فِيهِ وَبَاطِلٌ مَّا كَانُواْ يَعْمَلُونَ
The Heights,7,140,قَالَ أَغَيْرَ ٱللَّهِ أَبْغِيكُمْ إِلَـٰهاً وَهُوَ فَضَّلَكُمْ عَلَى ٱلْعَالَمِينَ
The Heights,7,141,وَإِذْ أَنْجَيْنَاكُمْ مِّنْ آلِ فِرْعَونَ يَسُومُونَكُمْ سُوۤءَ ٱلْعَذَابِ يُقَتِّلُونَ أَبْنَآءَكُمْ وَيَسْتَحْيُونَ نِسَآءَكُمْ وَفِي ذٰلِكُمْ بَلاۤءٌ مِّن رَّبِّكُمْ عَظِيمٌ
The Heights,7,142,وَوَاعَدْنَا مُوسَىٰ ثَلاَثِينَ لَيْلَةً وَأَتْمَمْنَاهَا بِعَشْرٍ فَتَمَّ مِيقَاتُ رَبِّهِ أَرْبَعِينَ لَيْلَةً وَقَالَ مُوسَىٰ لأَخِيهِ هَارُونَ ٱخْلُفْنِي فِي قَوْمِي وَأَصْلِحْ وَلاَ تَتَّبِعْ سَبِيلَ ٱلْمُفْسِدِينَ
The Heights,7,143,وَلَمَّا جَآءَ مُوسَىٰ لِمِيقَاتِنَا وَكَلَّمَهُ رَبُّهُ قَالَ رَبِّ أَرِنِيۤ أَنظُرْ إِلَيْكَ قَالَ لَن تَرَانِي وَلَـٰكِنِ انْظُرْ إِلَى الْجَبَلِ فَإِنِ اسْتَقَرَّ مَكَانَهُ فَسَوْفَ تَرَانِي فَلَمَّا تَجَلَّىٰ رَبُّهُ لِلْجَبَلِ جَعَلَهُ دَكّاً وَخَرَّ موسَىٰ صَعِقاً فَلَمَّآ أَفَاقَ قَالَ سُبْحَانَكَ تُبْتُ إِلَيْكَ وَأَنَاْ أَوَّلُ ٱلْمُؤْمِنِينَ
The Heights,7,144,قَالَ يٰمُوسَىٰ إِنِّي ٱصْطَفَيْتُكَ عَلَى ٱلنَّاسِ بِرِسَالاَتِي وَبِكَلاَمِي فَخُذْ مَآ آتَيْتُكَ وَكُنْ مِّنَ ٱلشَّاكِرِينَ
The Heights,7,145,وَكَتَبْنَا لَهُ فِي ٱلأَلْوَاحِ مِن كُلِّ شَيْءٍ مَّوْعِظَةً وَتَفْصِيلاً لِّكُلِّ شَيْءٍ فَخُذْهَا بِقُوَّةٍ وَأْمُرْ قَوْمَكَ يَأْخُذُواْ بِأَحْسَنِهَا سَأُوْرِيكُمْ دَارَ ٱلْفَاسِقِينَ
The Heights,7,146,سَأَصْرِفُ عَنْ آيَاتِي ٱلَّذِينَ يَتَكَبَّرُونَ فِي ٱلأَرْضِ بِغَيْرِ ٱلْحَقِّ وَإِن يَرَوْاْ كُلَّ آيَةٍ لاَّ يُؤْمِنُواْ بِهَا وَإِن يَرَوْاْ سَبِيلَ ٱلرُّشْدِ لاَ يَتَّخِذُوهُ سَبِيلاً وَإِن يَرَوْاْ سَبِيلَ ٱلْغَيِّ يَتَّخِذُوهُ سَبِيلاً ذٰلِكَ بِأَنَّهُمْ كَذَّبُواْ بِآيَاتِنَا وَكَانُواْ عَنْهَا غَافِلِينَ
The Heights,7,147,وَٱلَّذِينَ كَذَّبُواْ بِآيَاتِنَا وَلِقَآءِ ٱلآخِرَةِ حَبِطَتْ أَعْمَالُهُمْ هَلْ يُجْزَوْنَ إِلاَّ مَا كَانُواْ يَعْمَلُونَ
The Heights,7,148,وَٱتَّخَذَ قَوْمُ مُوسَىٰ مِن بَعْدِهِ مِنْ حُلِيِّهِمْ عِجْلاً جَسَداً لَّهُ خُوَارٌ أَلَمْ يَرَوْاْ أَنَّهُ لاَ يُكَلِّمُهُمْ وَلاَ يَهْدِيهِمْ سَبِيلاً ٱتَّخَذُوهُ وَكَانُواْ ظَالِمِينَ
The Heights,7,149,وَلَمَّا سُقِطَ فِيۤ أَيْدِيهِمْ وَرَأَوْاْ أَنَّهُمْ قَدْ ضَلُّواْ قَالُواْ لَئِن لَّمْ يَرْحَمْنَا رَبُّنَا وَيَغْفِرْ لَنَا لَنَكُونَنَّ مِنَ ٱلْخَاسِرِينَ
The Heights,7,150,وَلَمَّا رَجَعَ مُوسَىٰ إِلَىٰ قَوْمِهِ غَضْبَٰنَ أَسِفاً قَالَ بِئْسَمَا خَلَفْتُمُونِي مِن بَعْدِيۤ أَعَجِلْتُمْ أَمْرَ رَبِّكُمْ وَأَلْقَى ٱلأَلْوَاحَ وَأَخَذَ بِرَأْسِ أَخِيهِ يَجُرُّهُ إِلَيْهِ قَالَ ٱبْنَ أُمَّ إِنَّ ٱلْقَوْمَ ٱسْتَضْعَفُونِي وَكَادُواْ يَقْتُلُونَنِي فَلاَ تُشْمِتْ بِيَ ٱلأَعْدَآءَ وَلاَ تَجْعَلْنِي مَعَ ٱلْقَوْمِ ٱلظَّٰلِمِينَ
The Heights,7,151,قَالَ رَبِّ ٱغْفِرْ لِي وَلأَخِي وَأَدْخِلْنَا فِي رَحْمَتِكَ وَأَنتَ أَرْحَمُ ٱلرَّاحِمِينَ
The Heights,7,152,إِنَّ ٱلَّذِينَ ٱتَّخَذُواْ ٱلْعِجْلَ سَيَنَالُهُمْ غَضَبٌ مِّن رَّبِّهِمْ وَذِلَّةٌ فِي ٱلْحَياةِ ٱلدُّنْيَا وَكَذَلِكَ نَجْزِي ٱلْمُفْتَرِينَ
The Heights,7,153,وَٱلَّذِينَ عَمِلُواْ ٱلسَّيِّئَاتِ ثُمَّ تَابُواْ مِن بَعْدِهَا وَآمَنُوۤاْ إِنَّ رَبَّكَ مِن بَعْدِهَا لَغَفُورٌ رَّحِيمٌ
The Heights,7,154,وَلَماَّ سَكَتَ عَن مُّوسَى ٱلْغَضَبُ أَخَذَ ٱلأَلْوَاحَ وَفِي نُسْخَتِهَا هُدًى وَرَحْمَةٌ لِّلَّذِينَ هُمْ لِرَبِّهِمْ يَرْهَبُونَ
The Heights,7,155,وَٱخْتَارَ مُوسَىٰ قَوْمَهُ سَبْعِينَ رَجُلاً لِّمِيقَاتِنَا فَلَمَّا أَخَذَتْهُمُ ٱلرَّجْفَةُ قَالَ رَبِّ لَوْ شِئْتَ أَهْلَكْتَهُمْ مِّن قَبْلُ وَإِيَّايَ أَتُهْلِكُنَا بِمَا فَعَلَ ٱلسُّفَهَآءُ مِنَّآ إِنْ هِيَ إِلاَّ فِتْنَتُكَ تُضِلُّ بِهَا مَن تَشَآءُ وَتَهْدِي مَن تَشَآءُ أَنتَ وَلِيُّنَا فَٱغْفِرْ لَنَا وَٱرْحَمْنَا وَأَنتَ خَيْرُ ٱلْغَافِرِينَ
The Heights,7,156,وَٱكْتُبْ لَنَا فِي هَـٰذِهِ ٱلدُّنْيَا حَسَنَةً وَفِي ٱلآخِرَةِ إِنَّا هُدْنَـآ إِلَيْكَ قَالَ عَذَابِيۤ أُصِيبُ بِهِ مَنْ أَشَآءُ وَرَحْمَتِي وَسِعَتْ كُلَّ شَيْءٍ فَسَأَكْتُبُهَا لِلَّذِينَ يَتَّقُونَ وَيُؤْتُونَ ٱلزَّكَـاةَ وَٱلَّذِينَ هُم بِآيَاتِنَا يُؤْمِنُونَ
The Heights,7,157,ٱلَّذِينَ يَتَّبِعُونَ ٱلرَّسُولَ ٱلنَّبِيَّ ٱلأُمِّيَّ ٱلَّذِي يَجِدُونَهُ مَكْتُوباً عِندَهُمْ فِي ٱلتَّوْرَاةِ وَٱلإِنْجِيلِ يَأْمُرُهُم بِٱلْمَعْرُوفِ وَيَنْهَاهُمْ عَنِ ٱلْمُنْكَرِ وَيُحِلُّ لَهُمُ ٱلطَّيِّبَاتِ وَيُحَرِّمُ عَلَيْهِمُ ٱلْخَبَآئِثَ وَيَضَعُ عَنْهُمْ إِصْرَهُمْ وَٱلأَغْلاَلَ ٱلَّتِي كَانَتْ عَلَيْهِمْ فَٱلَّذِينَ آمَنُواْ بِهِ وَعَزَّرُوهُ وَنَصَرُوهُ وَٱتَّبَعُواْ ٱلنُّورَ ٱلَّذِيۤ أُنزِلَ مَعَهُ أُوْلَـٰئِكَ هُمُ ٱلْمُفْلِحُونَ
The Heights,7,158,قُلْ يٰأَيُّهَا ٱلنَّاسُ إِنِّي رَسُولُ ٱللَّهِ إِلَيْكُمْ جَمِيعاً ٱلَّذِي لَهُ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ لاۤ إِلَـٰهَ إِلاَّ هُوَ يُحْيِـي وَيُمِيتُ فَآمِنُواْ بِٱللَّهِ وَرَسُولِهِ ٱلنَّبِيِّ ٱلأُمِّيِّ ٱلَّذِي يُؤْمِنُ بِٱللَّهِ وَكَلِمَاتِهِ وَٱتَّبِعُوهُ لَعَلَّكُمْ تَهْتَدُونَ
The Heights,7,159,وَمِن قَوْمِ مُوسَىٰ أُمَّةٌ يَهْدُونَ بِٱلْحَقِّ وَبِهِ يَعْدِلُونَ
The Heights,7,160,وَقَطَّعْنَاهُمُ ٱثْنَتَيْ عَشْرَةَ أَسْبَاطاً أُمَماً وَأَوْحَيْنَآ إِلَىٰ مُوسَىٰ إِذِ ٱسْتَسْقَاهُ قَوْمُهُ أَنِ ٱضْرِب بِّعَصَاكَ ٱلْحَجَرَ فَٱنبَجَسَتْ مِنْهُ ٱثْنَتَا عَشْرَةَ عَيْناً قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ وَظَلَّلْنَا عَلَيْهِمُ ٱلْغَمَامَ وَأَنْزَلْنَا عَلَيْهِمُ ٱلْمَنَّ وَٱلسَّلْوَىٰ كُلُواْ مِن طَيِّبَاتِ مَا رَزَقْنَاكُمْ وَمَا ظَلَمُونَا وَلَـٰكِن كَانُوۤاْ أَنْفُسَهُمْ يَظْلِمُونَ
The Heights,7,161,وَإِذْ قِيلَ لَهُمُ ٱسْكُنُواْ هَـٰذِهِ ٱلْقَرْيَةَ وَكُلُواْ مِنْهَا حَيْثُ شِئْتُمْ وَقُولُواْ حِطَّةٌ وَٱدْخُلُواْ ٱلْبَابَ سُجَّداً نَّغْفِرْ لَكُمْ خَطِيۤئَاتِكُمْ سَنَزِيدُ ٱلْمُحْسِنِينَ
The Heights,7,162,فَبَدَّلَ ٱلَّذِينَ ظَلَمُواْ مِنْهُمْ قَوْلاً غَيْرَ ٱلَّذِي قِيلَ لَهُمْ فَأَرْسَلْنَا عَلَيْهِمْ رِجْزاً مِّنَ ٱلسَّمَآءِ بِمَا كَانُواْ يَظْلِمُونَ
The Heights,7,163,وَسْئَلْهُمْ عَنِ ٱلْقَرْيَةِ ٱلَّتِي كَانَتْ حَاضِرَةَ ٱلْبَحْرِ إِذْ يَعْدُونَ فِي ٱلسَّبْتِ إِذْ تَأْتِيهِمْ حِيتَانُهُمْ يَوْمَ سَبْتِهِمْ شُرَّعاً وَيَوْمَ لاَ يَسْبِتُونَ لاَ تَأْتِيهِمْ كَذَلِكَ نَبْلُوهُم بِمَا كَانُوا يَفْسُقُونَ
The Heights,7,164,وَإِذْ قَالَتْ أُمَّةٌ مِّنْهُمْ لِمَ تَعِظُونَ قَوْماً ٱللَّهُ مُهْلِكُهُمْ أَوْ مُعَذِّبُهُمْ عَذَاباً شَدِيداً قَالُواْ مَعْذِرَةً إِلَىٰ رَبِّكُمْ وَلَعَلَّهُمْ يَتَّقُونَ
The Heights,7,165,فَلَماَّ نَسُواْ مَا ذُكِّرُواْ بِهِ أَنجَيْنَا ٱلَّذِينَ يَنْهَوْنَ عَنِ ٱلسُوۤءِ وَأَخَذْنَا ٱلَّذِينَ ظَلَمُواْ بِعَذَابٍ بَئِيسٍ بِمَا كَانُواْ يَفْسُقُونَ
The Heights,7,166,فَلَماَّ عَتَوْاْ عَن مَّا نُهُواْ عَنْهُ قُلْنَا لَهُمْ كُونُواْ قِرَدَةً خَاسِئِينَ
The Heights,7,167,وَإِذْ تَأَذَّنَ رَبُّكَ لَيَبْعَثَنَّ عَلَيْهِمْ إِلَىٰ يَوْمِ ٱلْقِيَامَةِ مَن يَسُومُهُمْ سُوۤءَ ٱلْعَذَابِ إِنَّ رَبَّكَ لَسَرِيعُ ٱلْعِقَابِ وَإِنَّهُ لَغَفُورٌ رَّحِيمٌ
The Heights,7,168,وَقَطَّعْنَاهُمْ فِي ٱلأَرْضِ أُمَماً مِّنْهُمُ ٱلصَّالِحُونَ وَمِنْهُمْ دُونَ ذٰلِكَ وَبَلَوْنَاهُمْ بِٱلْحَسَنَاتِ وَٱلسَّيِّئَاتِ لَعَلَّهُمْ يَرْجِعُونَ
The Heights,7,169,فَخَلَفَ مِن بَعْدِهِمْ خَلْفٌ وَرِثُواْ ٱلْكِتَٰبَ يَأْخُذُونَ عَرَضَ هَـٰذَا ٱلأَدْنَىٰ وَيَقُولُونَ سَيُغْفَرُ لَنَا وَإِن يَأْتِهِمْ عَرَضٌ مِّثْلُهُ يَأْخُذُوهُ أَلَمْ يُؤْخَذْ عَلَيْهِمْ مِّيثَٰقُ ٱلْكِتَٰبِ أَن لاَّ يِقُولُواْ عَلَى ٱللَّهِ إِلاَّ ٱلْحَقَّ وَدَرَسُواْ مَا فِيهِ وَٱلدَّارُ ٱلآخِرَةُ خَيْرٌ لِّلَّذِينَ يَتَّقُونَ أَفَلاَ تَعْقِلُونَ
The Heights,7,170,وَٱلَّذِينَ يُمَسِّكُونَ بِٱلْكِتَابِ وَأَقَامُواْ ٱلصَّلاَةَ إِنَّا لاَ نُضِيعُ أَجْرَ ٱلْمُصْلِحِينَ
The Heights,7,171,وَإِذ نَتَقْنَا ٱلْجَبَلَ فَوْقَهُمْ كَأَنَّهُ ظُلَّةٌ وَظَنُّوۤاْ أَنَّهُ وَاقِعٌ بِهِمْ خُذُواْ مَآ ءَاتَيْنَٰكُم بِقُوَّةٍ وَٱذْكُرُواْ مَا فِيهِ لَعَلَّكُمْ تَتَّقُونَ
The Heights,7,172,وَإِذْ أَخَذَ رَبُّكَ مِن بَنِيۤ ءَادَمَ مِن ظُهُورِهِمْ ذُرِّيَّتَهُمْ وَأَشْهَدَهُمْ عَلَىٰ أَنفُسِهِمْ أَلَسْتُ بِرَبِّكُمْ قَالُواْ بَلَىٰ شَهِدْنَآ أَن تَقُولُواْ يَوْمَ ٱلْقِيَامَةِ إِنَّا كُنَّا عَنْ هَـٰذَا غَافِلِينَ
The Heights,7,173,أَوْ تَقُولُوۤاْ إِنَّمَآ أَشْرَكَ آبَاؤُنَا مِن قَبْلُ وَكُنَّا ذُرِّيَّةً مِّن بَعْدِهِمْ أَفَتُهْلِكُنَا بِمَا فَعَلَ ٱلْمُبْطِلُونَ
The Heights,7,174,وَكَذٰلِكَ نُفَصِّلُ ٱلآيَاتِ وَلَعَلَّهُمْ يَرْجِعُونَ
The Heights,7,175,وَٱتْلُ عَلَيْهِمْ نَبَأَ ٱلَّذِي ۤ ءَاتَيْنَاهُ ءَايَاتِنَا فَٱنْسَلَخَ مِنْهَا فَأَتْبَعَهُ ٱلشَّيْطَانُ فَكَانَ مِنَ ٱلْغَاوِينَ
The Heights,7,176,وَلَوْ شِئْنَا لَرَفَعْنَاهُ بِهَا وَلَـٰكِنَّهُ أَخْلَدَ إِلَى ٱلأَرْضِ وَٱتَّبَعَ هَوَاهُ فَمَثَلُهُ كَمَثَلِ ٱلْكَلْبِ إِن تَحْمِلْ عَلَيْهِ يَلْهَثْ أَوْ تَتْرُكْهُ يَلْهَث ذَّلِكَ مَثَلُ ٱلْقَوْمِ ٱلَّذِينَ كَذَّبُواْ بِآيَاتِنَا فَٱقْصُصِ ٱلْقَصَصَ لَعَلَّهُمْ يَتَفَكَّرُونَ
